Modelo,fold_global,repeat,fold,Accuracy,Precision,Recall,F1,ROC-AUC,Brier
Linear SVM,16,3,1,0.9553831231813773,0.9690402476780186,0.8968481375358166,0.9315476190476191,0.981761650145974,0.0365569471308585
Linear SVM,17,3,2,0.9521500161655351,0.9629248197734295,0.8930276981852913,0.9266600594648167,0.9730807007126445,0.040848644672210964
Linear SVM,18,3,3,0.9586162301972195,0.9608826479438315,0.9149952244508118,0.9373776908023483,0.9802274524522421,0.03426860125266017
Linear SVM,19,3,4,0.9443905593275137,0.9610115911485775,0.8710601719197708,0.9138276553106213,0.9659965025987763,0.04671381763460705
Linear SVM,20,4,0,0.9469941822882999,0.9491353001017294,0.8911174785100286,0.9192118226600985,0.9709097432868189,0.043178575152431786
Linear SVM,21,4,1,0.9508567733591982,0.9570990806945863,0.894937917860554,0.9249753208292202,0.975568374380649,0.03960153222141005
Linear SVM,22,4,2,0.9592628516003879,0.9732785200411099,0.9044890162368673,0.9376237623762376,0.9760937781549668,0.034695960876404516
Linear SVM,23,4,3,0.9443905593275137,0.9571577847439916,0.874880611270296,0.9141716566866267,0.9742097002934419,0.043825839934113174
Linear SVM,24,4,4,0.9498868412544456,0.9665271966527197,0.8825214899713467,0.9226160758861708,0.975250004434772,0.041614039875879694
RBF SVM,0,0,0,0.9531351001939238,0.9564777327935222,0.9025787965616046,0.9287469287469288,0.9627712462946918,0.04035906660392965
RBF SVM,1,0,1,0.9437439379243453,0.9532710280373832,0.8767908309455588,0.9134328358208955,0.9555883261863483,0.04793172071094104
RBF SVM,2,0,2,0.9502101519560298,0.9514661274014156,0.8987583572110793,0.9243614931237721,0.9678605072818955,0.04184971730699361
RBF SVM,3,0,3,0.9473003556417717,0.9519427402862985,0.889207258834766,0.9195061728395062,0.9614291542843164,0.0456232308673531
RBF SVM,4,0,4,0.9582929194956353,0.9526627218934911,0.9226361031518625,0.9374090247452693,0.9706810222569535,0.0362851516361944
RBF SVM,5,1,0,0.9511958629605688,0.9609053497942387,0.89207258834766,0.9252105002476474,0.9607574436277565,0.04219491797695387
RBF SVM,6,1,1,0.9515033947623667,0.9553299492385787,0.8987583572110793,0.9261811023622047,0.9623329141306773,0.042667072968265767
RBF SVM,7,1,2,0.9495635305528612,0.9495459132189707,0.8987583572110793,0.9234543670264965,0.9645773755673007,0.0429861233114894
RBF SVM,8,1,3,0.9489169091496928,0.9512690355329949,0.894937917860554,0.922244094488189,0.9666122356759199,0.042796337876723545
RBF SVM,9,1,4,0.9524733268671193,0.95,0.9073543457497613,0.9281875915974597,0.9666505147603215,0.040745554817830605
RBF SVM,10,2,0,0.9550743374272787,0.9567404426559356,0.9083094555873925,0.9318961293483586,0.966454041579706,0.03939289670649812
RBF SVM,11,2,1,0.9476236663433559,0.949238578680203,0.8930276981852913,0.9202755905511811,0.9667872924643421,0.044763303732796904
RBF SVM,12,2,2,0.9473003556417717,0.9510204081632653,0.8901623686723973,0.919585594474593,0.95879116518732,0.04610493006374548
RBF SVM,13,2,3,0.9460071128354348,0.9453441295546559,0.89207258834766,0.917936117936118,0.958702469747853,0.04608472535405102
RBF SVM,14,2,4,0.9573229873908826,0.9663608562691132,0.9054441260744985,0.9349112426035503,0.9657817662716452,0.03639284634727525
RBF SVM,15,3,0,0.947317388493859,0.9556701030927836,0.8853868194842407,0.9191869112543382,0.958880351846227,0.04517093363747047
RBF SVM,16,3,1,0.9544131910766246,0.9603658536585366,0.9025787965616046,0.930576070901034,0.9698514864888838,0.03851496754170072
RBF SVM,17,3,2,0.949240219851277,0.9458917835671342,0.9016236867239733,0.9232273838630807,0.9603760126451688,0.04375163946478668
RBF SVM,18,3,3,0.9582929194956353,0.9526627218934911,0.9226361031518625,0.9374090247452693,0.9756622048192432,0.036147112338684124
RBF SVM,19,3,4,0.9440672486259295,0.9505154639175257,0.8806112702960841,0.9142290530490828,0.9524844526230978,0.047837978683121674
RBF SVM,20,4,0,0.9460245636716225,0.9453441295546559,0.89207258834766,0.917936117936118,0.9607859056209636,0.04644245291402331
RBF SVM,21,4,1,0.9521500161655351,0.9517587939698492,0.9044890162368673,0.9275220372184133,0.9655997072116861,0.04130039101669553
RBF SVM,22,4,2,0.9586162301972195,0.9608826479438315,0.9149952244508118,0.9373776908023483,0.9749129617647965,0.03543643016045976
RBF SVM,23,4,3,0.9463304235370191,0.9499489274770173,0.8882521489971347,0.9180651530108588,0.9548918335774792,0.04627380043088105
RBF SVM,24,4,4,0.9489169091496928,0.95496417604913,0.8911174785100286,0.9219367588932806,0.9608680389251607,0.04280800810738401
Decision Tree,0,0,0,0.9243697478991597,0.8816901408450705,0.8968481375358166,0.8892045454545454,0.9176473223096767,0.07563025210084033
Decision Tree,1,0,1,0.9175557710960233,0.876425855513308,0.8806112702960841,0.8785135778942353,0.9085363291851878,0.08244422890397672
Decision Tree,2,0,2,0.9165858389912707,0.8662952646239555,0.8911174785100286,0.8785310734463276,0.9103681234192371,0.08341416100872939
Decision Tree,3,0,3,0.9214354995150339,0.8857965451055663,0.8815663801337154,0.8836764001914792,0.9117020561470142,0.07856450048496605
Decision Tree,4,0,4,0.92725509214355,0.8791512915129152,0.9102196752626552,0.8944157672454247,0.923096152391836,0.07274490785645005
Decision Tree,5,1,0,0.9221073044602457,0.8852772466539197,0.8844317096466093,0.884854276158624,0.9129046677202269,0.07789269553975436
Decision Tree,6,1,1,0.9123827998706757,0.8745173745173745,0.8653295128939829,0.8698991838694191,0.9008954504841371,0.08761720012932428
Decision Tree,7,1,2,0.9204655674102813,0.8774740810556079,0.889207258834766,0.8833017077798861,0.9128343234545286,0.07953443258971872
Decision Tree,8,1,3,0.9279017135467184,0.8850467289719626,0.9044890162368673,0.8946622579121398,0.9221858570920407,0.0720982864532816
Decision Tree,9,1,4,0.9298415777562238,0.8878504672897196,0.9073543457497613,0.8974964572508266,0.9243516596783997,0.07015842224377628
Decision Tree,10,2,0,0.9230769230769231,0.8755803156917363,0.9006685768863419,0.8879472693032016,0.917603462844734,0.07692307692307693
Decision Tree,11,2,1,0.9204655674102813,0.8832535885167464,0.8815663801337154,0.8824091778202677,0.9109689183171021,0.07953443258971872
Decision Tree,12,2,2,0.923052053022955,0.88124410933082,0.8930276981852913,0.8870967741935484,0.9157220602363408,0.07694794697704493
Decision Tree,13,2,3,0.9152925961849337,0.8699340245051838,0.8815663801337154,0.8757115749525617,0.9070588498909047,0.08470740381506628
Decision Tree,14,2,4,0.9285483349498869,0.8910984848484849,0.8987583572110793,0.8949120304327152,0.9212755617922456,0.07145166505011316
Decision Tree,15,3,0,0.9133807369101486,0.8698955365622032,0.874880611270296,0.8723809523809524,0.9039767003591344,0.08661926308985132
Decision Tree,16,3,1,0.923052053022955,0.887823585810163,0.8844317096466093,0.8861244019138756,0.9136234794567357,0.07694794697704493
Decision Tree,17,3,2,0.9172324603944391,0.8734655335221907,0.8834765998089781,0.8784425451092118,0.9089914768350853,0.08276753960556095
Decision Tree,18,3,3,0.9249919172324604,0.874885004599816,0.9083094555873925,0.8912839737582006,0.9209191461710179,0.0750080827675396
Decision Tree,19,3,4,0.9165858389912707,0.8760724499523356,0.87774594078319,0.8769083969465649,0.9071036644287407,0.08341416100872939
Decision Tree,20,4,0,0.9198448610213316,0.8779564806054873,0.8863419293218721,0.8821292775665399,0.9116614385251276,0.0801551389786684
Decision Tree,21,4,1,0.9269317814419658,0.9036381514257621,0.87774594078319,0.8905038759689923,0.9149238012811356,0.07306821855803428
Decision Tree,22,4,2,0.9201422567086971,0.8656307129798904,0.9044890162368673,0.8846333489023821,0.9163207544527444,0.07985774329130295
Decision Tree,23,4,3,0.9220821209182024,0.879472693032015,0.89207258834766,0.8857278330962541,0.9147557467642504,0.0779178790817976
Decision Tree,24,4,4,0.9246686065308761,0.8854166666666666,0.8930276981852913,0.889205896338564,0.9169439566195274,0.07533139346912383
Random Forest,0,0,0,0.9570135746606335,0.9616161616161616,0.9092645654250239,0.9347079037800687,0.9761535155927396,0.03955591467356173
Random Forest,1,0,1,0.9469770449401875,0.9473150962512664,0.8930276981852913,0.9193706981317601,0.9739270419324029,0.04456139670223084
Random Forest,2,0,2,0.9537665696734562,0.9538152610441767,0.9073543457497613,0.9300048947626041,0.9791995189906271,0.04061500161655351
Random Forest,3,0,3,0.949240219851277,0.9522357723577236,0.894937917860554,0.9226981782373215,0.9735710931292778,0.04271131587455545
Random Forest,4,0,4,0.9589395408988037,0.9509803921568627,0.9264565425023877,0.9385582970488631,0.9827471031602653,0.03623617846750728
Random Forest,5,1,0,0.9528118939883645,0.9545913218970736,0.9035339063992359,0.9283611383709519,0.9770339710219581,0.04096422107304461
Random Forest,6,1,1,0.9498868412544456,0.9468937875751503,0.9025787965616046,0.9242053789731052,0.9739615864719848,0.04374817329453605
Random Forest,7,1,2,0.9544131910766246,0.9520958083832335,0.9111747851002865,0.931185944363104,0.9810609561741829,0.04064387326220498
Random Forest,8,1,3,0.9527966375687035,0.9573604060913705,0.9006685768863419,0.9281496062992126,0.977822638997424,0.040196669899773683
Random Forest,9,1,4,0.95635305528613,0.9523809523809523,0.9169054441260746,0.9343065693430657,0.9787182295269918,0.037272874232137085
Random Forest,10,2,0,0.9557207498383969,0.9513888888888888,0.9159503342884432,0.9333333333333333,0.9799926185453681,0.037777504848093085
Random Forest,11,2,1,0.9515033947623667,0.9507537688442211,0.9035339063992359,0.9265426052889324,0.9776475822090019,0.04133585515680569
Random Forest,12,2,2,0.949240219851277,0.9458917835671342,0.9016236867239733,0.9232273838630807,0.9768887693834547,0.04333653410927901
Random Forest,13,2,3,0.9502101519560298,0.9487437185929648,0.9016236867239733,0.9245837414299706,0.9750509065140732,0.043229097963142574
Random Forest,14,2,4,0.9605560944067248,0.9695431472081218,0.9121298949379179,0.9399606299212598,0.9813062690870251,0.03592182347235694
Random Forest,15,3,0,0.9502262443438914,0.9551478083588175,0.894937917860554,0.9240631163708086,0.9706673497545037,0.0439360698125404
Random Forest,16,3,1,0.9592628516003879,0.960960960960961,0.9169054441260746,0.9384164222873901,0.9824709802526608,0.03679599094730036
Random Forest,17,3,2,0.9531199482702878,0.9500998003992016,0.9092645654250239,0.9292337725719864,0.9754080223624544,0.04135832525056579
Random Forest,18,3,3,0.9615260265114776,0.9557956777996071,0.9293218720152817,0.9423728813559322,0.9856782540256059,0.0343650824442289
Random Forest,19,3,4,0.9469770449401875,0.9500509683995922,0.8901623686723973,0.9191321499013807,0.9713772814567712,0.045696443582282566
Random Forest,20,4,0,0.9508726567550096,0.9515640766902119,0.9006685768863419,0.9254170755642787,0.9772376375799093,0.042004621848739494
Random Forest,21,4,1,0.9550598124797931,0.9549098196392786,0.9102196752626552,0.9320293398533007,0.978688819986537,0.03904093113482056
Random Forest,22,4,2,0.9579696087940511,0.9526159921026653,0.9216809933142311,0.9368932038834952,0.982174550757599,0.0355873262204979
Random Forest,23,4,3,0.9521500161655351,0.955420466058764,0.9006685768863419,0.9272369714847591,0.9749092272199767,0.04325111542192046
Random Forest,24,4,4,0.9537665696734562,0.959349593495935,0.9016236867239733,0.92959133431807,0.9752712446584338,0.041803103782735204
Balanced Random Forest,0,0,0,0.9479638009049773,0.9187145557655955,0.9283667621776505,0.9235154394299288,0.9784596369276165,0.0452036279896574
Balanced Random Forest,1,0,1,0.9359844810863239,0.8948837209302326,0.9188156638013372,0.9066918001885014,0.974100931675569,0.050894996766892985
Balanced Random Forest,2,0,2,0.9476236663433559,0.9131652661064426,0.9340974212034384,0.9235127478753541,0.9801445922390557,0.046515171354671835
Balanced Random Forest,3,0,3,0.94180407371484,0.9025069637883009,0.9283667621776505,0.9152542372881356,0.9766469576063809,0.04848438409311348
Balanced Random Forest,4,0,4,0.9450371807306822,0.9011893870082343,0.9407831900668577,0.9205607476635514,0.9843153785754766,0.044135806660200456
Balanced Random Forest,5,1,0,0.9447317388493859,0.9124293785310734,0.9255014326647565,0.918918918918919,0.9774515691190173,0.045994384292178406
Balanced Random Forest,6,1,1,0.9427740058195926,0.9020332717190388,0.9321872015281757,0.9168623767026773,0.9758750738739647,0.05068229065632073
Balanced Random Forest,7,1,2,0.9392175881021662,0.8943985307621671,0.9302769818529131,0.9119850187265918,0.9808072405354965,0.04757677820885872
Balanced Random Forest,8,1,3,0.9434206272227611,0.9074766355140187,0.9274116523400191,0.9173358526216344,0.9805063762684616,0.04593649369544132
Balanced Random Forest,9,1,4,0.9476236663433559,0.9116279069767442,0.936007640878701,0.9236569274269557,0.979492213940869,0.04510261073391529
Balanced Random Forest,10,2,0,0.947317388493859,0.9085027726432532,0.938872970391595,0.923438233912635,0.9804713399393153,0.04548325791855204
Balanced Random Forest,11,2,1,0.9427740058195926,0.9065420560747663,0.9264565425023877,0.9163911195087387,0.9782915577813442,0.04810456676365988
Balanced Random Forest,12,2,2,0.9369544131910766,0.8951762523191095,0.9216809933142311,0.908235294117647,0.9766553603322252,0.05078824765599742
Balanced Random Forest,13,2,3,0.9385709666989978,0.900093370681606,0.9207258834765998,0.9102927289896129,0.9764184501452271,0.05059931296475913
Balanced Random Forest,14,2,4,0.9544131910766246,0.9257518796992481,0.9407831900668577,0.9332070108953103,0.9803439235688057,0.041689314581312635
Balanced Random Forest,15,3,0,0.9385908209437621,0.9046270066100094,0.9149952244508118,0.9097815764482431,0.9747714758569976,0.0493965578539108
Balanced Random Forest,16,3,1,0.9524733268671193,0.9221388367729831,0.938872970391595,0.930430667297681,0.9816582499362793,0.04336527643064986
Balanced Random Forest,17,3,2,0.9395408988037504,0.8981481481481481,0.9264565425023877,0.9120827456511519,0.9772545213667313,0.04853258163595214
Balanced Random Forest,18,3,3,0.9482702877465244,0.8999098286744815,0.9531996179560649,0.9257884972170687,0.9856992608402166,0.043515801810539934
Balanced Random Forest,19,3,4,0.9392175881021662,0.9040451552210724,0.9178605539637058,0.9109004739336493,0.9737524519620833,0.05140627222761074
Balanced Random Forest,20,4,0,0.940530058177117,0.902143522833178,0.9245463228271251,0.9132075471698113,0.9778950629639945,0.049408694246929535
Balanced Random Forest,21,4,1,0.9479469770449402,0.9147940074906367,0.933142311365807,0.9238770685579196,0.9788652772292665,0.04482507274490785
Balanced Random Forest,22,4,2,0.9489169091496928,0.9096774193548387,0.9426934097421203,0.925891181988743,0.9837236866306095,0.04348414161008729
Balanced Random Forest,23,4,3,0.9411574523116715,0.9053420805998126,0.9226361031518625,0.9139072847682119,0.9765991087508787,0.04909123019721953
Balanced Random Forest,24,4,4,0.9411574523116715,0.9023255813953488,0.9264565425023877,0.9142318567389256,0.9764957085411841,0.0492857743291303
Calibrated Random Forest,0,0,0,0.9557207498383969,0.9577464788732394,0.9092645654250239,0.932876041156296,0.9783215262720528,0.03766199097173558
Calibrated Random Forest,1,0,1,0.9453604914322664,0.9416498993963782,0.8939828080229226,0.9171974522292994,0.9732896018134951,0.0442416300214897
Calibrated Random Forest,2,0,2,0.9553831231813773,0.9577039274924471,0.9083094555873925,0.9323529411764706,0.9797139525395372,0.03840910215873097
Calibrated Random Forest,3,0,3,0.949240219851277,0.9494949494949495,0.897803247373448,0.9229258713794797,0.9767484905436657,0.0414928105266077
Calibrated Random Forest,4,0,4,0.9589395408988037,0.9509803921568627,0.9264565425023877,0.9385582970488631,0.9838775031953699,0.03414364796551766
Calibrated Random Forest,5,1,0,0.9521654815772462,0.9544994944388271,0.9016236867239733,0.9273084479371316,0.9781099276832077,0.04005828738860674
Calibrated Random Forest,6,1,1,0.9473003556417717,0.9437751004016064,0.897803247373448,0.9202153695545766,0.9749538083487614,0.04190057152384565
Calibrated Random Forest,7,1,2,0.9531199482702878,0.9474206349206349,0.9121298949379179,0.9294403892944039,0.9807288150942832,0.03923875778065708
Calibrated Random Forest,8,1,3,0.9544131910766246,0.9613034623217923,0.9016236867239733,0.9305076392311483,0.9788664442745226,0.03788790130893848
Calibrated Random Forest,9,1,4,0.9544131910766246,0.9494047619047619,0.9140401146131805,0.9313868613138686,0.978882082680955,0.036676906864268326
Calibrated Random Forest,10,2,0,0.9550743374272787,0.9486166007905138,0.9169054441260746,0.932491500728509,0.9796884018310861,0.036883014161731134
Calibrated Random Forest,11,2,1,0.9498868412544456,0.946,0.9035339063992359,0.9242794333170493,0.9775752254031208,0.04050673092746038
Calibrated Random Forest,12,2,2,0.9482702877465244,0.9412935323383085,0.9035339063992359,0.9220272904483431,0.9768560921162824,0.042474984734721666
