Modelo,fold_global,repeat,fold,Accuracy,Precision,Recall,F1,ROC-AUC,Brier
Dummy (prior),0,0,0,0.8703943115707822,0.0,0.0,0.0,0.5,0.112808055471144
Dummy (prior),1,0,1,0.870675719366311,0.0,0.0,0.0,0.5,0.11259960893640027
Dummy (prior),2,0,2,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),3,0,3,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),4,0,4,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),5,1,0,0.8703943115707822,0.0,0.0,0.0,0.5,0.11280805547114402
Dummy (prior),6,1,1,0.870675719366311,0.0,0.0,0.0,0.5,0.11259960893640027
Dummy (prior),7,1,2,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),8,1,3,0.8703524086647269,0.0,0.0,0.0,0.5,0.11283910173181733
Dummy (prior),9,1,4,0.8703524086647269,0.0,0.0,0.0,0.5,0.11283910173181733
Dummy (prior),10,2,0,0.8703943115707822,0.0,0.0,0.0,0.5,0.11280805547114402
Dummy (prior),11,2,1,0.870675719366311,0.0,0.0,0.0,0.5,0.11259960893640027
Dummy (prior),12,2,2,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),13,2,3,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),14,2,4,0.8703524086647269,0.0,0.0,0.0,0.5,0.11283910173181733
Dummy (prior),15,3,0,0.8703943115707822,0.0,0.0,0.0,0.5,0.112808055471144
Dummy (prior),16,3,1,0.870675719366311,0.0,0.0,0.0,0.5,0.11259960893640027
Dummy (prior),17,3,2,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),18,3,3,0.8703524086647269,0.0,0.0,0.0,0.5,0.11283910173181733
Dummy (prior),19,3,4,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),20,4,0,0.8703943115707822,0.0,0.0,0.0,0.5,0.112808055471144
Dummy (prior),21,4,1,0.870675719366311,0.0,0.0,0.0,0.5,0.11259960893640027
Dummy (prior),22,4,2,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),23,4,3,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Dummy (prior),24,4,4,0.8703524086647269,0.0,0.0,0.0,0.5,0.1128391017318173
Logistic Regression,0,0,0,0.8652230122818358,0.486013986013986,0.6932668329177057,0.5714285714285714,0.8779555011468728,0.11402913779267329
Logistic Regression,1,0,1,0.8638861946330424,0.4827018121911038,0.7325,0.5819265143992055,0.873025900482733,0.11450060242267962
Logistic Regression,2,0,2,0.8606530876172002,0.4758842443729904,0.7381546134663342,0.5786901270772239,0.884934765611973,0.11483767824636316
